Sportovní centrum Kunratická,50.760736,15.091078
Minihřiště Kunratická,50.760996,15.092715
Zvýšení bezpečnosti v Liberci,50.761957,15.090598
Playground Zoo Structures,50.773959,15.068407
Nesmíme zapomenout,50.771345,15.058063
Valdštýnské domky,50.770885,15.054408
Sochy na historickém domě,50.774425,15.069722
Kameny zmizelých - rodina Ledererova,50.777324,15.068956
Kameny zmizelých - rodina Perlmann,50.779112,15.070789
Skokanský můstek v Liberci,50.773928,15.07301
První Svátek Práce,50.776687,15.079194
Dětské hřiště na sídlišti Kunratická,50.76205,15.092842
Ryba,50.782599,15.05464
Dětské hřiště u doktora,50.761589,15.094836
Nemocnice - Kámen,50.769852,15.066153
Nemocnice Interna Liberec,50.769859,15.066058
Vodní Nádrž Harcov,50.768704,15.069887
Alej Lip Malolistych,50.776119,15.075326
Park Fibichova,50.77508,15.077019
Technická univerzita v Liberci - budova H,50.772126,15.06115
Česká pošta,50.76092,15.047578
Vlakové Nádraží Liberec,50.761732,15.046882
Historický Lékařský Dům,50.775185,15.067788
Zoo 1320,50.773899,15.068966
Parky Lidové Sady,50.777572,15.067585
Slunce,50.77465,15.066041
Vojenské lazarety v Liberci,50.768397,15.061602
Liberecký zámek,50.768271,15.060504
Luke Skywalker,50.768945,15.059527
Vědecká Knihovna,50.771624,15.058752
Kostel Sv. Antonína,50.769798,15.056291
Model molekuly,50.760904,15.053189
Syner Tower,50.764137,15.055549
Magistrát Liberec,50.769866,15.05779
Dům u zeleného stromu,50.76627,15.057861
Dětské hřiště Dlážděná,50.743858,15.098581
Antik Restaurant,50.75789,15.050089
Basketbalové hřiště,50.773616,15.029579
Centrum Vlasty Buriana,50.768955,15.052806
Patriots,50.750083,15.045691
Rochlice-kostel,50.749277,15.062687
Památné místo bitvy u Liberce,50.759703,15.039817
Ke stému výročí vzniku Republiky,50.744366,15.025319
Revitalizace území,50.775081,15.077011
Venkovní dřevěná posilovna,50.774892,15.077091
Čtyři sochy,50.773976,15.065369
Dceřina hrušeň,50.776006,15.066516
Dívka z roku 1905,50.772799,15.068789
Květinová váza,50.772472,15.070537
Paví reliéf,50.772247,15.069748
Zdobená fasáda,50.772785,15.062715
Zdobený dům,50.773099,15.069214
Zdobná věž,50.772627,15.070157
Anděl strážný,50.775864,15.073241
Andělíček,50.773543,15.073713
Andělíček,50.77187,15.061885
Babka s dědkem,50.773695,15.060179
Hlava čertíka,50.775879,15.075597
Hlava lva,50.771882,15.067767
Hlava na domě,50.771078,15.068981
Hodiny,50.772922,15.072885
Květinová fontána,50.771909,15.072944
Květinové věnce,50.774895,15.071004
Květiny,50.771731,15.070696
Lví portál,50.77486,15.068406
Masaryk,50.773596,15.061009
Medúzy,50.7762,15.067973
